link,white,black,white_titled,black_titled,white_elo,black_elo,result,white_rating_diff,black_rating_diff,time_control,termination,eco,opening,moves_uci,num_moves
https://lichess.org/2V9Cd8Lq,Eminent-domain,UseYourIllusion,,,2045,2111,1-0,+7,-7,600+5,Normal,B01,Scandinavian Defense: Modern Variation,e2e4 d7d5 e4d5 g8f6 b1c3 f6d5 g1e2 g7g6 g2g3 c8g4 f1g2 d5c3 b2c3 c7c6 a1b1 d8d7 h2h3 g4e6 e2f4 e6a2 b1b2 a2d5 f4d5 c6d5 e1g1 f8g7 d2d4 b8c6 b2b5 e8c8 b5d5 d7c7 c1f4 e7e5 d4e5 g7e5 f4e5 c6e5 f1e1 d8d5 d1d5 e5c6 d5c5 c8b8 g2c6 c7c6 c5e5,47
https://lichess.org/uhfoBem9,Sigarilyo,tirelessfighter4,,,2101,2172,1-0,+20,-22,600+0,Normal,C29,"Vienna Game: Vienna Gambit, Paulsen Attack",e2e4 e7e5 b1c3 g8f6 f2f4 d7d5 f4e5 f6e4 d1f3 e4c3 d2c3 f8c5 f3g3 e8f8 g1f3 c8e6 f3g5 d8e7 f1d3 h7h6 g5h7 f8g8 c1h6 h8h7 d3h7 g8f8 g3g7 f8e8 b2b4 c5b4 c3b4 e7b4 e1f1 b4b5 h7d3 b5b2 g7h8 e8d7 a1e1 c7c5 h6g5 c5c4 d3h7 d5d4 h8d8 d7c6 a2a4 b7b6 h7e4 c6c5 d8d6,51
https://lichess.org/3W4DYvpK,Rudycatur,allangarcia2021,,,2001,2035,0-1,-5,+5,600+0,Time forfeit,B00,Pirc Defense,e2e4 d7d6 d2d4 g8f6 f1d3 g7g6 c2c3 f8g7 h2h3 e8g8 f2f4 c7c5 g1f3 e7e6 d1e2 c5d4 f3d4 a7a6 c1e3 d8c7 b1d2 c8d7 e1c1 b8c6 h3h4 h7h5 c1b1 f6g4 d2f3 a8c8 e2d2 c6a5 f4f5 e6e5 d4b3 a5c4 d3c4 c7c4 e3g5 c4e4 b1a1 d7f5 d2d6 e4c6 g5e7 c6d6 d1d6 f8e8 e7g5 g4f2 h1f1 f2e4 d6b6 c8c7 b3a5 e4c5 g5e3 e5e4 f3d4 f5c8 d4b3 c5b3 a2b3 g8h7 a5c4 f7f5 c4d6 e8d8 d6c8 d8c8,70
https://lichess.org/i4tfxF7S,DeezKnights,Monzir-2008,,,2039,2017,1-0,+5,-12,600+0,Normal,D30,Queen's Gambit Declined,d2d4 d7d5 c2c4 e7e6 e2e3 g8f6 g1f3 f8e7 f1e2 e8g8 e1g1 c7c5 c4d5 c5d4 e3d4 f6d5 b1c3 b8c6 a2a3 e7f6 d1d3 d5f4 c1f4,23
https://lichess.org/OmUofRsm,HopfFibration,AFMAbanoubAttalla,,,2162,2207,0-1,-5,+5,600+0,Time forfeit,B17,"Caro-Kann Defense: Karpov Variation, Smyslov Variation, Main Line",e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 b8d7 f1c4 g8f6 e4g5 e7e6 d1e2 d7b6 c4b3 f8d6 g1f3 e8g8 c2c3 h7h6 g5e4 d6e7 b3c2 b6d5 c3c4 f6e4 e2e4 d5f6 e4d3 c6c5 c1e3 c5d4 e3d4 e7b4 e1f1 g7g6 f3e5 b7b5 e5g6 b5c4 d3f3 d8d4 g6f8 c8b7 f3b7 b4c5 b7f3 d4b2 f3a8 b2a1 f1e2 a1e5 e2f1 c5f8 h2h4 g8g7 a8f3 f8c5,58
https://lichess.org/eS5CaW0M,Dang_PercasiBanjar,NewDragondoor,,,2146,2145,1-0,+6,-6,600+0,Normal,A51,"Indian Defense: Budapest Defense, Fajarowicz Variation",d2d4 g8f6 c2c4 e7e5 d4e5 f6e4 b1c3 e4c5 c1f4 b8c6 g1f3 c5e6 f4g3 h7h5 h2h4 f8e7 e2e3 g7g5 h4g5 e6g5 f3g5 e7g5 h1h5 h8g8 c3d5 d7d6 h5g5 g8g5 g3h4 c8e6 d5f6,31
https://lichess.org/6x3Ymk9k,Swagdmonster,akonkel,,,2088,2068,0-1,-9,+6,600+0,Time forfeit,A03,Bird Opening: Dutch Variation,f2f4 d7d5 g1f3 g8f6 e2e3 c8g4 b2b3 e7e6 c1b2 b8d7 f1e2 c7c5 e1g1 f8e7 f3e5 g4e2 d1e2 e8g8 d2d3 a8c8 c2c4 d7e5 f4e5 f6d7 e3e4 d5d4 f1f3 d7e5 f3h3 h7h6 e2h5 e5g6 b2c1 e7g5 c1g5 d8g5 h5d1 g6e5 h3g3 g5f6 b1d2 b7b6 d1h5 e5g6 a1f1 f6e5 h5g4 h6h5 g4h3 g6f4 f1f4 e5f4 d2f3 f4c1 g1f2 c1c2 f2g1 c2d3 h3h5 d3e4 g3h3 f7f6 g1f1 d4d3 f1f2 e4e2 f2g3 d3d2 h5h8 g8f7 h8h5 f7e7 h5g6 d2d1q g6g7 f8f7 g7f7 e7f7 h3h7 f7g8 h7a7 d1d6,82
https://lichess.org/FBjHSTdW,Davidisms,Imamatur,,,2118,2122,0-1,-5,+6,600+0,Normal,B20,Sicilian Defense: Mengarini Variation,e2e4 c7c5 a2a3 d7d6 g1f3 g8f6 b1c3 a7a6 d2d4 c5d4 f3d4 e7e6 c1e3 f8e7 f1e2 b8c6 h2h4 c8d7 g2g4 c6d4 e3d4 e6e5 d4e3 d7c6 f2f3 h7h6 e1f2 a8c8 d1d2 b7b5 g4g5 h6g5 h4g5 h8h1 a1h1 f6d7 f3f4 e5f4 e3f4 d7e5 h1h8 e7f8 f4e5 d6e5 d2e3 d8e7 e2g4 c8d8 e3b6 e7d6 h8h1 d6d2 g4e2 d2f4 f2e1 c6e4 h1f1 f4c1 c3d1 c1d2 e1f2 d2f4 f2e1 f4g3 d1f2 f8e7 b6a6 e4g6 a6b5 e8f8 e2d3 e5e4 d3e2 e4e3 b5b3 e3f2 f1f2 g3b3 c2b3 e7g5 e2c4 g5h4,82
https://lichess.org/HEIKtDAG,PeachFruit,Eichkatzerl,BOT,BOT,2442,2249,1-0,,,900+5,Normal,D31,Queen's Gambit Declined: Charousek Variation,d2d4 d7d5 c2c4 e7e6 b1c3 f8e7 c4d5 e6d5 c1f4 g8f6 e2e3 e8g8 f1d3 c7c5 d4c5 e7c5 g1f3 b8c6 e1g1 c8e6 a1c1 c5d6 f4d6 d8d6 d1a4 a7a6 a4h4 g8h8 f1d1 h7h6 a2a3 a8c8 h2h3 f6d7 f3d4 f8e8 d4f5 e6f5 d3f5 c6e7 f5d7 d6d7 d1d2 f7f5 c1d1 c8c5 d2d3 d7c6 h4h5 e8f8 h5f3 f8d8 h3h4 h8h7 h4h5 h7h8 f3f4 d8e8 d3d4 e8d8 f4e5 d8e8 d1d3 h8g8 d3d2 g8h8 d2d1 h8g8 d1d3 g8h8 d3d2 h8g8 e5g3 e8d8 d2d1 g8h8 g3f3 c6d7 d1d3 b7b5 d3d1 h8g8 a3a4 g8h8 f3f4 b5a4 d4a4 a6a5 a4d4 d7e8 f4f3 e8d7 f3g3 d7e8 g3h3 e8d7 h3f3 d7b7 f3e2 d8c8 e2d2 c8d8 d2c2 d8c8 c2b1 c8d8 b1a2 h8h7 d4a4 b7a6 a2b3 h7h8 a4d4 a6e6 c3e2 e6c6 e2f4 h8h7 b3a3 d8d6 b2b4 a5b4 d4b4 d6d7 a3b2 c6d6 b4b8 d7c7 b8f8 c7c8 f8f7 c8g8 b2b7 c5c7 b7b1 g8c8 f4d5 e7d5 f7c7 d6c7 b1f5 h7h8 d1d5 c7b8 g2g3 c8f8 f5d3 b8b2 f2f4 h8g8 e3e4 f8c8 d5d8 c8d8 d3d8 g8f7 d8d3 f7f8 e4e5 b2b6 g1g2 b6c6 d3f3 c6e6 g3g4 f8e8 g2h3 e6b6 f4f5 b6a6 e5e6 e8e7 g4g5 e7e8 g5h6 g7h6 f3d5 a6f1 h3g4 e8e7 d5d7 e7f6 d7d8 f6e5 d8b8 e5f6 b8b2 f6e7 b2g7 e7d6 g7f8 d6e5 f8h8 e5e4 h8a8 e4e5 a8a5 e5f6 a5c3 f6e7 c3a3 e7f6 a3f3 f1g1 g4h3 g1e1 h3g2 e1d2 g2g3 d2e1 g3h3 e1c1 f3e4 c1f1 h3g3 f1g1 g3f4 g1f2 e4f3 f2d4 f4g3 d4g1 f3g2 g1e3 g3h4 e3f4 g2g4 f4h2 g4h3 h2f4 h3g4 f6e5 g4f4 e5f4 e6e7 f4f5 e7e8q f5f4 e8e6 f4f3 h4h3 f3f2 e6e4 f2f1 h3g3 f1g1 e4b1,247
https://lichess.org/ugkFRLNo,tnewt405,mastergecko2,,,2018,2007,1-0,+6,-6,600+0,Normal,B12,Caro-Kann Defense: Maróczy Variation,e2e4 c7c6 d2d4 d7d5 f2f3 d5e4 f3e4 g8f6 e4e5 f6d5 c2c4 d5c7 b1c3 c8f5 g1f3 e7e6 f1d3 f5g4 e1g1 g4f3 d1f3 d8d4 g1h1 d4d7 c1g5 h7h6 g5h4 g7g5 a1d1 d7e7 c3e4 b8d7 e4d6 e8d8 d6f7 d8c8 f7h8 g5h4 h8g6,39
https://lichess.org/QY4lD5mQ,Rusty_Gusty,Pedro_11112006,,,2044,2151,0-1,-4,+4,600+0,Time forfeit,B12,"Caro-Kann Defense: Advance Variation, Van der Wiel Attack",e2e4 c7c6 d2d4 d7d5 e4e5 c8f5 b1c3 e7e6 g2g4 f5g6 g1e2 f7f6 e2f4 g6f7 f1g2 c6c5 c1e3 c5d4 d1d4 b8c6 d4a4 f6e5 f4d3 e5e4 d3e5 a8c8 e1c1 f8d6 e5c6 b7c6 c3e4 d5e4 e3c5 d6f4 c1b1 d8c7 g2e4 g8e7 d1d3 e8g8 c5e7 c7e7 e4h7 g8h7 a4f4 f7g6 d3h3 h7g8 f4e5 e7f6 e5e3 f6f2 e3e6 g6f7 e6e4 f7g6 e4e6 f2f7 h3e3 f7e6 e3e6 f8e8 e6g6 e8e2 b2b3 c6c5 c2c4 c8d8 g6a6 d8d7 h2h3 e2f2 h1e1 g8h7 a6e6 d7d2 e6a6 d2b2,78
https://lichess.org/vhwp2Ybf,deeesha,Rasparcen_Mozok,,,2173,2254,1-0,+7,-7,600+0,Time forfeit,B50,Sicilian Defense: Modern Variations,e2e4 c7c5 g1f3 d7d6 f1c4 b8c6 a2a3 g8f6 d2d3 c8g4 c1g5 e7e6 h2h3 g4f3 d1f3 f8e7 c2c3 e8g8 e1g1 c6e5 f3e2 e5c4 d3c4 h7h6 g5h4 f6d7 h4g3 d8b6 f1d1 f8d8 a3a4 a7a5 b1a3 d7e5 a3b5 e7f6 d1d2 b6c6 a1d1 f6e7 f2f4 e5g6 f4f5 g6e5 f5e6 f7e6 b2b3 e5f7 e2g4 e6e5 g4e6 c6d7 e6d5 e7f8 d2f2 d8e8 d1f1 e8e7 g3h4 g7g5 h4g3 g8g7 f2f6 a8a6 h3h4 a6c6 h4h5 b7b6 f6g6 g7h7 f1f6 f8g7 f6e6 e7e6 d5e6 d7e6 g6e6 g7f8 e6e8 h7g7 e8b8 f8e7 b5a7 c6c7 a7c8 e7d8 c8b6 c7a7 b6c8 d8c7 b8b5 a7a6 c8e7 c7d8 e7d5 g5g4 b5b7 d8g5 g1f2 g7g8 f2e2 a6a8 b7d7 a8f8 e2d3 g5c1 d5b6 c1a3 b6d5,109
https://lichess.org/YcgFlqIp,RareMintOstrich,arashgh48,,,2032,2088,0-1,-6,+5,600+0,Normal,B00,Pirc Defense,e2e4 d7d6 d2d4 g8f6 b1c3 b8c6 g1f3 c8g4 c1e3 e7e5 d4d5 c6b8 h2h3 g4h5 f1e2 f8e7 f3d2 h5g6 e1g1 b8d7 e2f3 b7b6 d2b3 e8g8 f1e1 a7a6 a2a4 d7c5 b3c5 b6c5 b2b3 f6d7 c3b1 e7g5 d1d2 g5e3 d2e3 d7b6 b1d2 f7f5 a4a5 f5f4 e3e2 b6d7 d2c4 d8g5 f3g4 d7f6 g4f3 g6e8 c4a3 e8d7 g1h1 g5h6 e2f1 g7g5 h1g1 g5g4 h3g4 d7g4 f1e2 g4d7 g2g3 f4g3 f2g3 g8h8 e2h2 h6g5 a3c4 f6g4 f3g4 d7g4 e1f1 g4f3 c4d2 f3g4 d2c4 f8g8 f1f7 g5g6 f7c7 g6e4 c4d6 e4e3 h2f2 e3f2 g1f2 a8f8 f2g2 g4f3 g2h2 f3d5 a1e1 f8f2 h2h3 d5e6 h3h4 f2h2,98
https://lichess.org/cFnjA2PK,dogfriend7,patapouf69,,,2184,2128,0-1,-7,+7,600+0,Normal,B07,"Lion Defense: Anti-Philidor, Lion's Cave",e2e4 d7d6 d2d4 g8f6 b1c3 b8d7 f2f4 e7e5 g1f3 e5d4 f3d4 g7g6 f1d3 f8g7 e1g1 e8g8 c1e3 f8e8 d1f3 d7c5 h2h3 d8e7 e4e5 d6e5 f4e5 e7e5 a1e1 c5d3 c2d3 c7c6 e3f2 e5c7 e1e8 f6e8 c3e4 f7f5 e4c3 c7d8 d4e2 c8e6 f1e1 e8c7 e2f4 e6f7 g1h1 d8d7 f2c5 g7f6 a2a3 b7b6 c5f2 a8d8 h1h2 c7d5 c3d5 f7d5 f4d5 d7d5 f3d5 d8d5 e1c1 c6c5 c1c2 d5d3 b2b4 f6d4 b4c5 d4f2 c2f2 b6c5 f2c2 d3a3 c2c5 g8g7 h2g1 a3a2 g1f1 a7a5 g2g4 f5g4 h3g4 g7h6 f1g1 a5a4 c5a5 a4a3 g1f1 a2a1 f1g2 a3a2 g2f2 a1h1 g4g5 h6h5 a5a2 h1h2,96
https://lichess.org/nwPgUT0B,luisamadoferrero,kurtov82,,,2074,2067,1-0,+6,-7,600+5,Time forfeit,A46,Indian Defense: London System,d2d4 g8f6 g1f3 e7e6 c1f4 b7b6 e2e3 c8b7 f1e2 f8e7 h2h3 e8g8 e1g1 d7d6 c2c4 c7c5 b1c3 a7a6 a2a4 b8c6 d4d5 e6d5 c4d5 c6b4 e3e4 f6d7 f3d2 d7e5 f4e5 d6e5 d2c4 e7d6 b2b3 d8c7 c3a2 b4a2 a1a2 a8d8 c4e3 g7g6 e3g4 g8g7 d1d2 c7e7 d2h6 g7h8 f2f3 f7f5 g4e3 e7g7 h6g7 h8g7 e3c4 d6c7 f1d1 f8f6 c4a3 c7b8 a2c2 b8a7 a3c4 d8e8 c2d2 b6b5 c4a5 f6b6 a5b7 b6b7 a4b5 a6b5 g1f1 g7f6 d2a2 e8d8 d1a1 d8d7 a2a6 f6e7 a1a5 b5b4 e2b5 b7b5 a5b5 c5c4 b3c4,85
https://lichess.org/eOdPx7AG,BuffTroll,AF3U,,,2164,2234,0-1,-6,+14,600+0,Normal,B28,"Sicilian Defense: O'Kelly Variation, Venice System",e2e4 c7c5 g1f3 a7a6 c2c3 d7d5 e4d5 d8d5 d2d4 c8g4 f1e2 e7e6,12
https://lichess.org/SxUM2qm3,capeta-chess,likeawizard-bot,BOT,BOT,2077,2126,0-1,,,600+1,Normal,D43,Semi-Slav Defense: Anti-Moscow Gambit,d2d4 g8f6 g1f3 d7d5 c2c4 e7e6 b1c3 c7c6 c1g5 h7h6 g5h4 d5c4 e2e4 g7g5 h4g3 b7b5 f3e5 b8d7 e5c6 d8b6 c6e5 c8b7 f2f3 a8d8 a2a4 a7a6 a4b5 a6b5 e5d7 d8d7 g3e5 f8g7 d1c2 f6h5 e5g7 h5g7 e1c1 e8g8 c3e2 f8a8 c1b1 b6a5 b1c1 e6e5 d4d5 g7e6 c2c3 f7f6 c3a5 a8a5 c1c2 e6c5 e2g3 b7c8 g3f5 d7h7 d5d6 c8f5 e4f5 h7d7 d1d5 c5b3 c2c3 a5a1 c3b4 g8f8 b4b5 b3d4 b5c4 d4f5 d5d3 f5d6 c4b3 d7b7 b3c2 b7c7 c2d2 d6c4 d2e2 a1a2 e2e1 c4b2 d3d2 c7c3 e1e2 c3a3 g2g3 f6f5 f1g2 b2c4 d2a2 a3a2 e2d3 c4a5 h1g1 a5c6 d3c4 a2f2 c4d5 c6d4 g2h1 f2h2 d5e5 d4e2 g1g2 h2g2 h1g2 e2g3 e5f6 f8e8 g2h3 f5f4 h3g4 g3f1 f6g6 f1h2 g4h5 e8e7 g6f5 e7d6 f5e4 h2f1 e4d4 f1g3 h5g4 h6h5 g4h3 h5h4 d4d3 d6e5 d3d2 g3f5 d2d3 f5d4 h3g4 e5d5 d3c3 d4c6 g4h3 c6e5 h3g2 d5c5 c3c2 c5d4 c2d2 h4h3 g2h3 e5f3 d2d1 d4e4 h3e6 e4e3 e6h3 f3h2 h3d7 g5g4 d1c2 f4f3 c2c3 f3f2 d7c6 f2f1q c3b3 e3d4 c6a8 f1b1 b3a4 b1b6 a8c6 d4c3 c6b5 b6a7 b5a6 a7a6,174
https://lichess.org/oParrDzD,nedzad001,adib_tomiyam,,,2181,2121,1-0,+4,-22,600+0,Normal,B09,Pirc Defense: Austrian Attack,e2e4 d7d6 d2d4 g8f6 b1c3 g7g6 f2f4 f8g7 g1f3 e8g8 h2h3 c7c5 d4c5 d6c5 d1d8 f8d8 e4e5 f6h5 f1c4 h5g3 h1g1 c8f5 c1e3 b7b6 c4d5 d8d5 c3d5 b8c6 c2c3 a8c8 e3f2 g3e4 d5e3 e4f2 e1f2 f5e4 g1d1 g7h6 g2g3 c8c7 e3g4 h6g7 f2e3 e4f5 f3h4 f5c8 g4f2 f7f6 e5f6 e7f6 d1e1 c6a5 b2b3 g6g5 h4f3 g5f4 g3f4 f6f5 e1g1 g8h8 a1c1 c7e7 e3d2 g7h6 f3g5 c8a6 c1e1 e7d7 d2c1 c5c4 e1e8 h8g7 b3b4 a5b7 e8a8 b7d8 a8d8 d7d8 g5e6 g7f6 e6d8 h6f4 c1b2 f4c7 d8c6,85
https://lichess.org/EBdQNlmY,crismegaproinsano,Tatzking,,,2011,2018,1-0,+5,-6,600+0,Normal,A82,Rat Defense: Balogh Defense,d2d4 f7f5 e2e4 d7d6 e4f5 c8f5 f1d3 d8d7 g1f3 g8f6 e1g1 g7g6 d3c4 c7c6 f1e1 d6d5 f3e5 d7d6 c4f1 f8g7 c1f4 d6d8 g2g4 f5c8 b1d2 e8g8 f4g3 f6d7 f1g2 d7e5 g3e5 g7e5 e1e5 e7e6 d2f3 d8f6 d1d2 b8a6 a1e1 c8d7 c2c3 a6c7 d2h6 f6g7 h6g7 g8g7 e5e2 a8e8 f3e5 d7c8 h2h4 h7h6 g1h2 f8f4 h2g3 g6g5 h4g5 h6g5 e1h1 e8h8 h1h8 g7h8 e2e1 c7e8 e5g6 h8g7 g6f4 g5f4 g3f4 g7f6 g4g5 f6g6 g2f1 e8g7 f1d3 g6f7 g5g6 f7f6 e1h1 b7b6 h1h7 c6c5 h7h8 c5c4 d3c2 c8d7 h8f8 f6e7 f8f7 e7d6 f7g7,91
https://lichess.org/mtGEfbVk,pamperox,Pino2404,,,2081,2073,0-1,-6,+8,600+0,Normal,B92,"Sicilian Defense: Najdorf Variation, Opocensky Variation, Traditional Line",e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 a7a6 f1e2 e7e5 d4b3 f8e7 e1g1 e8g8 g1h1 c8e6 f2f4 b7b5 a2a3 f8e8 d1e1 e7f8 e1g3 g8h8 c1e3 b8d7 a1d1 d8c7 e2d3 a8b8 f4e5 f6g4 e3g1 d6e5 c3d5 c7c8 h2h3 g4f6 d5f6 d7f6 f1f6 e6b3 f6f7 b3f7 g1e3 b5b4 a3b4 f8b4 d1f1 f7g8 g3h4 c8c2 d3c2 e8e6 h4g3 b4e7 b2b3 a6a5 c2d1 b8b7 d1g4 e6f6 f1c1 e7a3 c1c8 b7b3 g3f2 f6f2 e3f2 b3b1 h1h2 a3d6 g4e6 b1b8 c8b8 d6b8 e6g8 h8g8 f2c5 a5a4 h2g3 g8f7 g3f3 f7e6 f3e3 b8d6 c5d6 e6d6 e3d3 d6c5 d3c3 a4a3 c3b3 c5d4 b3a3 d4e4 a3b4 e4d4 b4b3 d4d3 b3b2 e5e4 b2c1 e4e3 c1d1 e3e2 d1e1 d3e3 h3h4 h7h5 g2g3 g7g6 g3g4 h5g4 h4h5 g4g3 h5g6 g3g2,120
https://lichess.org/g4MsH8BV,brocassie,fromatoh,,,2157,2083,1-0,+4,-4,600+0,Normal,D06,Queen's Gambit Declined: Marshall Defense,d2d4 d7d5 c2c4 g8f6 c4d5 f6d5 b1c3 b8c6 e2e4 d5f6 f1b5 e7e6 d4d5 e6d5 e4d5 a7a6 b5c6 b7c6 d5c6 d8d1 e1d1 f8c5 c1e3 c5e3 f2e3 f6g4 d1e2 e8g8 h2h3 g4e5 c3d5 a8a7 a1c1 c8e6 e3e4 f8d8 g1f3 e5f3 g2f3 e6d5 e4d5 d8d5 h1d1 d5e5 e2f2 g8f8 d1d7 e5e7 c1d1 e7d7 d1d7 f8e8 f2e3 a6a5 a2a4 a7a6 d7c7 a6b6 e3d4 b6b2 d4c5 b2b4 c7a7 b4a4 a7a8 e8e7 c6c7 a4a1 c7c8q a1c1 c5b5,71
https://lichess.org/mSfN55ip,menrad13,batiniczeljko26,,,2167,2032,0-1,-8,+8,600+0,Normal,C00,French Defense: Normal Variation,d2d4 e7e6 e2e4 b7b6 b1c3 c8b7 c1e3 f8b4 f2f3 d8h4 g2g3 h4e7 a2a3 b4c3 b2c3 f7f5 f1d3 g8f6 e4f5 e6f5 d1e2 e8g8 e3g5 e7f7 e1f2 f8e8 e2d2 f6g4 f2g2 h7h6 g5f4 g7g5 f4c7 f7h5 h2h3 g4e3 g2f2 f5f4 d3e4 d7d5 e4d3 f4g3 c7g3 e3c4 d3c4 d5c4 a1e1 e8f8 d2e2 b7d5 h1h2 b8d7 h3h4 a8e8 e2d1 e8e1 f2e1 d5f3 g1f3 h5f3 d1f3 f8f3 g3d6 f3c3 h4g5 h6g5 h2g2 g8f7 e1d2 c3f3 g2g5 d7f6 g5g2 f6e4,74
https://lichess.org/mKHemEXF,darking28,DarthTigerTamer,,,2061,2052,0-1,-7,+7,600+0,Normal,C64,"Ruy Lopez: Classical Variation, Central Variation",e2e4 e7e5 g1f3 b8c6 f1b5 f8c5 c2c3 g8e7 d2d3 h7h6 d1e2 d7d6 c1e3 c5e3 e2e3 e8g8 b1d2 a7a6 b5c4 c8e6 e1g1 e6c4 d2c4 f7f6 a1d1 d6d5 c4d2 d5e4 d3e4 d8e8 d2b3 a8d8 d1d8 e8d8 b3c5 d8c8 f1d1 b7b6 c5b3 c8e6 d1d3 f8d8 e3d2 d8d3 d2d3 a6a5 b3c1 e6d6 g1f1 d6c5 f1e2 c5d6 f3d2 g8f7 b2b3 d6a3 e2d1 a3c5 d3c4 c5c4 d2c4 f7e6 f2f3 e7g6 c1e2 g6h4 c4e3 c6e7 c3c4 e7c6 e2g1 c6b4 a2a3 b4c6 g2g3 h4g6 e3d5 e6d7 g1e2 g6e7 e2c3 c6d4 d5e7 d7e7 c3d5 e7d6 b3b4 a5b4 a3b4 d4f3 h2h4 f3d4 b4b5 c7c6 b5c6 d6c6 d1d2 c6c5 d2c3 d4e2 c3d3 e2g3 d5e7 g3h5 e7f5 h5f4 d3e3 g7g5 f5h6 g5h4 h6g4 h4h3 e3f2 c5c4 f2g3 b6b5 g4f6 b5b4 f6d7 c4d4 d7b6 b4b3 b6a4 d4e4,124
https://lichess.org/jIZb2u6J,ezeynacho,emperorofkicker,,,2107,2185,0-1,-5,+5,600+0,Normal,B06,Modern Defense: Standard Defense,e2e4 g7g6 d2d4 d7d6 b1c3 f8g7 c1e3 g8f6 f2f3 c7c6 d1d2 b7b5 g2g4 b5b4 c3e2 a7a5 e3h6 g7h6 d2h6 a5a4 g1h3 d8a5 h3g5 b4b3 e2c3 b3c2 h2h4 a5b4 h6g7 h8f8 e1d2 a4a3 b2b3 b4d4 d2c2 c8a6 f1a6 b8a6 a1c1 a6b4 c2b1 d4d2,42
https://lichess.org/xSC2KLMl,Rushar,Meez0,,,2070,2121,0-1,-5,+8,600+0,Time forfeit,A09,Réti Opening: Reversed Blumenfeld Gambit,g1f3 d7d5 c2c4 d5d4 e2e3 c7c5 b2b4 g8f6 c1b2 d4d3 d1b3 c5b4 f3e5 b8c6 e5d3 a7a5 f1e2 a5a4 b3d1 c8f5 d3c5 e7e5 c5a4 d8a5 b1c3 b4c3 a4c3 f8c5 e1g1 e8g8 c3d5 f6d5 c4d5 c6b4 b2e5 f5c2 d1c1 c2d3 a2a3 d3e2 a3b4 a5b4 a1b1 b4e4 f1e1 e4e5 c1c5 f8c8 c5b6 e2d3 b1b3 a8a1 f2f4 a1e1 g1f2 e1e2 f2g3 e5e4 b3d3 e2g2 g3h3 e4f3,62
https://lichess.org/eyoFnnTv,musarehmatalla,gemyart,,,2065,2048,0-1,-6,+6,600+0,Normal,C50,Italian Game: Blackburne-Kostić Gambit,e2e4 e7e5 g1f3 b8c6 f1c4 c6d4 f3d4 e5d4 d2d3 d7d6 h2h3 g8f6 e1g1 c8e6 c4e6 f7e6 b1d2 f8e7 d2f3 c7c5 f3g5 d8d7 f2f4 e8g8 d1f3 h7h6 e4e5 h6g5 e5f6 f8f6 f3e4 d6d5 e4e5 f6f5 e5e2 a8f8 c1d2 g5f4 e2g4 f5g5 g4f3 e6e5 a1e1 c5c4 d3c4 d5c4 e1e4 d4d3 e4c4 d3c2 c4c2 e7c5 g1h1 g5g3 f3e4 g3h3,56
https://lichess.org/ZXdP3YFL,ninja7pawn,seso_9,,,2379,2365,1-0,+5,-5,600+0,Normal,D02,Queen's Pawn Game: Zukertort Variation,d2d4 d7d5 g1f3 e7e6 e2e3 c7c5 b2b3 c5d4 e3d4 b8c6 f1d3 f7f5 e1g1 g8f6 f1e1 f8e7 c1b2 e8g8 a2a3 f6e4 c2c4 e7d6 b1c3 c6e7 f3e5 d8e8 c3b5 d6b8 f2f3 a7a6 b5c3 b8e5 d4e5 e4c3 b2c3 b7b5 c3b4 c8b7 c4b5 a6b5 d1e2 b7c6 e1c1 f8f7 c1c5 e7g6 e2e3 d5d4 e3d4 f7d7 d4c3 a8d8 d3f1 c6d5 f1b5 g6f4 c3e3,57
https://lichess.org/nc9yszM8,Marcelinoguzman17,Derrick,,,2138,2111,1-0,+5,-5,600+0,Normal,B27,Sicilian Defense: Hyperaccelerated Fianchetto,e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 d1d4 g8f6 e4e5 b8c6 d4h4 f6d5 c2c4 d5c7 c1h6 c7e6 h6f8 e8f8 b1c3 f8g7 e1c1 d8a5 d1d5 a5b4 d5b5 b4b5 c4b5,27
https://lichess.org/9TikEE2t,jozsef1961,DeezKnights,,,2138,2044,1/2-1/2,-2,+2,600+0,Normal,D02,"Queen's Pawn Game: London System, with e6",d2d4 d7d5 g1f3 e7e6 c1f4 f8d6 f4g3 d6g3 h2g3 b8c6 e2e3 c8d7 c2c3 a7a6 f1d3 h7h6 g3g4 d8e7 g4g5 e8c8 b1d2 f7f5 g5f6 g8f6 d1e2 g7g5 e1c1 e6e5 d4e5 c6e5 f3e5 e7e5 d2f3 e5e7 f3d4 c7c5 d4f5 e7f8 g2g4 c5c4 d3c2 f6e4 d1d5 d7c6 d5d8 f8d8 c2e4 c6e4 e2c4 e4c6 h1d1 d8f6 d1d6 f6f8 c4d4 c8b8 d4b6 b8a8 c3c4 h6h5 d6c6 b7c6 b6c6 a8b8 c6b6 b8a8 b6a6 a8b8 a6b6 b8a8 b6c6 a8a7 f5d6 h8h7 c4c5 f8g7 c6b6 a7a8 b6d8 a8a7 d6c8 a7b7 c8d6 b7a7 d6c8 a7b7 c8d6 b7a7,88
