link,white,black,white_titled,black_titled,white_elo,black_elo,result,white_rating_diff,black_rating_diff,time_control,termination,eco,opening,moves_uci,num_moves
https://lichess.org/twOLtWBp,gemyart,Rushar,,,2053,2065,0-1,-5,+5,600+0,Normal,D35,Queen's Gambit Declined: Normal Defense,d2d4 e7e6 c2c4 g8f6 b1c3 d7d5 e2e3 c7c5 g1f3 c5d4 e3d4 d5c4 f1c4 f8e7 e1g1 e8g8 f3e5 d8c7 d1e2 a7a6 c1f4 e7d6 a1c1 b8c6 f1d1 f6d7 e5c6 d6f4 c6e7 g8h8 c4d3 f4c1 d1c1 d7f6 e7c8 a8c8 g2g4 c7f4 c1d1 f4g4 e2g4 f6g4 g1h1 g4f2,44
https://lichess.org/bQZmGhsb,nicomorgan21,tacticalmountaineer,,,2087,2142,1/2-1/2,+1,-1,600+0,Normal,B12,Caro-Kann Defense: Maróczy Variation,e2e4 c7c6 d2d4 d7d5 f2f3 e7e6 g2g3 g8f6 f1g2 f8e7 g1e2 h7h6 e1g1 b8d7 c2c4 e8g8 b2b3 d5c4 b3c4 c6c5 c1b2 c5d4 b2d4 d7c5 b1c3 c8d7 a1b1 d7c6 g1h1 d8a5 d1d2 a8d8 d2b2 e6e5 d4c5 a5c5 c3d5 c5d6 e2c3 c6d5 c3d5 f6d5 c4d5 b7b6 b1c1 d8c8 g2h3 c8c7 c1c7 d6c7 f1c1 e7c5 a2a4 c7e7 b2b5 e7g5 c1d1 g5e3 b5d3 e3d3 d1d3 c5d4 d5d6 f8d8 d6d7 g8f8 d3d1 f8e7 d1c1 d4c5 c1d1 c5d4 d1c1 d4c5 c1d1 c5d4,76
https://lichess.org/a4k0Mc7j,vlad-vka,nihless,,,2004,2048,0-1,-9,+6,600+0,Normal,C10,"French Defense: Rubinstein Variation, Blackburne Defense",e2e4 e7e6 d2d4 d7d5 b1c3 d5e4 c3e4 b8d7 c2c4 g8f6 e4c3 f8b4 g1f3 c7c5 d4d5 e6d5 c4d5 e8g8 c1e3 d7b6 d5d6 f6d5 a1c1 d8d6 f1d3 b4c3 b2c3 d6c7 e1g1 d5e3 f2e3 c8e6 d3b1 a8d8 d1c2 g7g6 f3g5 c7e5 g5e6 e5e6 c1d1 e6e3 g1h1 d8d1 f1d1 f8e8 h2h3 b6c4 c2a4 c4b2,50
https://lichess.org/M540gZiK,Alenfiqueroa7,mhmdnor12345,,,2034,2004,0-1,-5,+54,600+0,Normal,C11,"French Defense: Classical Variation, Delayed Exchange Variation",e2e4 e7e6 d2d4 g8f6 b1c3 d7d5 e4d5 f6d5 c3d5 d8d5 g1f3 f8e7 f1d3 e8g8 e1g1 c7c5 h2h3 c5d4 f3d4 b7b6 c2c3 c8b7 d4f3 b8d7 d1c2 d5h5 d3e4 b7e4 c2e4 d7c5 e4e5 h5g6 c1e3 e7f6 e5g3 g6g3 f2g3 c5e4 g1h2 f8d8 a1d1 h7h6 e3d4 f6d4 f3d4 a8c8 f1e1 e4c5 e1f1 c5a4 d1d2 e6e5 d4f3 d8d2 f3d2 a4b2 d2e4 f7f6 e4d6 c8c6 d6b5 a7a6 b5a3 c6c3 f1b1 c3a3 b1b2 b6b5 g3g4 g8f7 h2g1 f7e6 g1f2 e6d5 b2d2 d5e4 d2e2 e4f4 e2b2 g7g6 g2g3 a3g3 b2b4 e5e4 b4e4 f4e4 f2g3 b5b4 h3h4 a6a5 h4h5 g6h5 g4h5 a5a4 g3f2 e4d3 f2f3 b4b3 f3f4 b3b2 f4f5 b2b1q f5f6 b1a2 f6g6 a2g8 g6h6 g8h8 h6g6 h8h5 g6h5 a4a3 h5g6 a3a2,114
https://lichess.org/Ojej5gId,Mecachendie71,bowserslide,,,2181,2203,0-1,-14,+43,600+5,Normal,B27,Sicilian Defense: Hyperaccelerated Fianchetto,e2e4 c7c5 g1f3 g7g6 d2d4 c5d4 f3d4 f8g7 c1e3 b8c6 b1c3 d7d6 d1d2 g8f6 f2f3 c8d7 e1c1 h7h5 c1b1 a8c8 f1e2 c6e5 h2h3 h5h4 f3f4 e5c4 e2c4 c8c4 e4e5 f6h5 e5d6 e7d6 h1e1 e8g8 f4f5 g8h7 f5g6 f7g6 d4e2 d7c6 c3d5 f8f5 d5f4 c6e4 f4h5 c4c2 d2c2 e4c2 b1c2 f5h5 e2d4 d8b6 d4e6 b6b2 c2d3 h5d5 d3e4 b2e5 e4f3 e5e6 d1c1 d5f5 f3e2 e6a2 e2d1 f5d5,66
https://lichess.org/duRItUe4,brenda214,Franknstein7,,,2006,2004,1-0,+6,-10,600+0,Normal,B10,Caro-Kann Defense,e2e4 c7c6 g1f3 d7d5 e4d5 c6d5 f1b5 b8c6 f3e5 d8b6 b5c6 b7c6 e1g1 g8f6 d2d4 e7e6 b1c3 f8e7 a2a4 e8g8 a4a5 b6c7 c1g5 c8a6 f1e1 a8b8 b2b3 h7h6 g5h4 f8e8 g2g4 f6h7 h4g3 e7d6 c3e2 a6e2 d1e2 c6c5 d4c5 d6c5 e5d3 c7e7 g3b8 e8b8 d3c5 e7c5 h2h3 b8c8 e1c1 h7g5 g1g2 g5e4 c2c4 c5f8 c4d5 e6d5 e2d3 c8d8 c1c7 f8d6 a1c1 d6f6 d3f3 f6h4 f3f7,65
https://lichess.org/76UOsP0x,ilovechess36,IvanBanLima,,,2295,2236,1-0,+7,-5,600+0,Normal,A15,"English Opening: Anglo-Indian Defense, King's Knight Variation",g1f3 g8f6 c2c4 c7c5 g2g3 g7g6 b2b3 f8g7 c1b2 e8g8 f1g2 b8c6 e1g1 d8c7 d2d3 e7e5 b1c3 a7a6 f3d2 d7d6 d2e4 f6e4 c3d5 c7d8 d3e4 c8e6 a2a3 c6e7 d1d2 e7d5 e4d5 e6f5 e2e4 f5g4 f2f4 d8e7 f4f5 g6f5 e4f5 e7f6 h2h3 g4h5 g3g4 g7h6 d2e2 g8h8 b2c1 h6g7 g4h5 e5e4 a1b1 f6h4 c1f4 g7d4 g1h2 f8g8 f4d6 a8d8 d6c7 d8c8 c7f4 c8e8 g2e4 f7f6 e2f3 e8e7 b1e1 e7g7 d5d6 g7g3 f4g3 g8g3 f3g3 d4e5 g3e5 f6e5 d6d7 h4d8 e1d1 h8g7 f5f6 g7f8 f6f7,83
https://lichess.org/CwyHHTcS,Kong_Oscar_2005,cemo08,,,2428,2321,0-1,-9,+8,600+0,Normal,B53,Sicilian Defense: Chekhover Variation,e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 d1d4 b8c6 d4d3 g7g6 b1c3 f8g7 f1e2 g8f6 c3d5 e8g8 c2c3 c8g4 c1g5 g4f3 g2f3 f6d5 d3d5 d8b6 d5b3 b6c7 h2h4 c6a5 b3c2 h7h6 g5f4 a5c4 e1f1 b7b5 h1g1 g8h7 h4h5 g6g5 e4e5 h7h8 e5d6 e7d6 f4c1 b5b4 c2f5 c7c8 f5c8 a8c8 c3b4 c4b2 c1b2 g7b2 a1b1 c8c2 e2d3 c2d2 f1g2 b2d4 d3e4 d2f2 g2g3 f2a2 g1g2 d4e5 g3h3 a2g2 h3g2 f7f5 e4c6 h8g7 b4b5 g7f6 b1b4 f8f7 c6d5 f7c7 d5c6 c7e7 b4a4 e5f4 g2f2 f4e3 f2g3 e3c5 g3g2 e7e2 g2g3 c5f2 g3g2 f2c5 g2g3 f5f4 g3h3 c5g1 a4f4 g5f4 h3g4 g1e3 b5b6 a7b6 c6b5 e2g2 g4h3 g2g3 h3h4 g3f3 b5c6 f3f1 h4h3 f1g1 c6b5 g1b1 h3h2 b1b5 h2h3 b5g5 h3h4 b6b5 h4h3 b5b4 h3h2 b4b3 h2h3 b3b2 h3h2 b2b1q h2h3 b1h1,128
https://lichess.org/8spioGZC,OmaR0109931,OPC_RapideOuedzem,,,2003,2018,1-0,+6,-6,600+0,Normal,C41,Philidor Defense: Larsen Variation,e2e4 e7e5 g1f3 d7d6 d2d4 e5d4 f3d4 g7g6 c2c4 f8g7 b1c3 g8f6 f1e2 e8g8 e1g1 f8e8 f2f3 c7c5 d4b5 g7f8 c1f4 e8e6 c3d5 f6d5 e4d5 e6e8 d1c2 a7a6 b5c3 f8g7 c3e4 g7f8 f4g5 f8e7 g5e7 d8e7 c2c3 b8d7 a1e1 e7e5 c3e5 d6e5 a2a3 b7b6 h2h3 g8g7 e2d3 f7f5 e4d6 e8e7 f3f4 e5e4 b2b4 g7f6 d3c2 c5b4 a3b4 a6a5 c4c5 b6c5 b4c5 d7c5 e1b1 c8a6 f1d1 a8d8 b1b6 e7d7 d6b7 f6f7 b7d8 d7d8 d1b1 a6d3 c2d3 c5d3 d5d6 e4e3 g1f1 d3f4 b6b7 f7e6 b1b6 f4d5 b6c6 d8d6 c6d6 e6d6 b7h7 a5a4 h7h6 d6e5 h6g6 d5b4 g6b6 b4c2 b6b5 e5d4 b5a5 a4a3 f1e2 f5f4 h3h4 d4c4 h4h5 c4b4 a5a8 b4b3 h5h6 c2d4 e2f1 a3a2 h6h7 d4b5 h7h8q b5a3 h8b8 b3c2 a8a3,119
https://lichess.org/RvCfXQUG,frexit-EU,elking-of-chess,,,2447,2279,1-0,+3,-3,600+0,Normal,A21,English Opening: King's English Variation,c2c4 e7e5 g1f3 d7d6 b1c3 g7g6 g2g3 f8g7 f1g2 c7c5 e1g1 g8e7 d2d3 e8g8 f3e1 b8c6 e1c2 c8e6 c2e3 d8d7 e3d5 f7f5 e2e3 a7a6 a2a3 a8e8 a1b1 h7h6 b2b4 g6g5 b4c5 d6c5 d1b3 e8b8 b3b6 d7d6 d5e7 d6e7 c3d5 e7d6 b6c7 f8d8 b1b7 b8b7 c7b7 a6a5 b7c6 e6d5 c6d5 d6d5 g2d5,51
https://lichess.org/a2UZZWMN,SLEQ2025,Eyadabbas1,,,2043,2025,1-0,+6,-6,600+0,Normal,C41,Philidor Defense,e2e4 e7e5 g1f3 d7d6 f1c4 h7h6 e1g1 g8e7 d2d4 e5d4 f3d4 g7g6 f2f4 f8g7 c1e3 c8d7 g1h1 a7a6 a2a4 b8c6 b1c3 c6a5 c4a2 c7c5 d4e2 a5c6 a1b1 c6b4 a2b3 d8c7 c3d5 e7d5 e4d5 c5c4 c2c3 b4d3 b3c2 d7f5 e2d4 f5e4 d1d2 c7d7 b2b3 b7b5 a4b5 a6b5 b3c4 b5c4 f4f5 g6g5 f5f6 g7f8 d4c6 d7g4 b1b8 a8b8 c6b8 e4d5 c2a4 e8d8 e3b6 d8c8 b8a6 d5b7 a6b4 h6h5 b4d3 c4d3 a4b5 f8h6 b5d3 h8e8 d3f5 g4f5 f1f5 e8e6 b6d4 g5g4 d2h6 e6e1 d4g1 e1e2 h6f8 c8c7 f8f7 c7c6 f7c4 c6d7 c4e2,89
https://lichess.org/EaBanxFY,bozok22,FABIOMOCOA,,,2028,2052,1/2-1/2,+0,+0,600+5,Normal,B10,Caro-Kann Defense,e2e4 c7c6 c2c3 d7d5 f2f3 e7e5 d2d3 g8f6 g1e2 f8d6 c1e3 e8g8 e2g3 f8e8 f1e2 b7b5 e1g1 a7a5 b1d2 a5a4 b2b3 a4b3 a2a3 b3b2 a1a2 a8a3 a2a3 d6a3 d1b3 d8a5 d2b1 b5b4 e3d2 c6c5 e4d5 c8a6 c3c4 b8d7 g3e4 a6b7 e4d6 e8b8 d6b5 b8a8 b5a3 a5a4 b3a4 a8a4 a3b5 b7a6 b5d6 d7b6 d6e4 f6e4 f3e4 f7f6 d2e3 a4a5 e2d1 a6c4 d3c4 b6c4 g1f2 c4a3 d1g4 c5c4 d5d6 c4c3 d6d7 a5a8 g4e6 g8h8 b1a3 b4a3 f1d1 g7g5 d7d8q a8d8 d1d8 h8g7 d8b8 c3c2 b8b7 g7f8 e3c5 f8e8 b7e7 e8d8 e7d7 d8e8 d7h7 e8d8 h7d7 d8e8 d7e7 e8d8 e7d7 d8e8 d7e7 e8d8 e7d7,101
https://lichess.org/u57ZKpE5,manchessdaza,vonstolzing,,,2130,2068,0-1,-14,+7,600+0,Normal,C44,"Scotch Game: Scotch Gambit, Göring Gambit Declined",e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 c2c3 d7d5 f1b5 d5e4 f3d4 c8d7 b5c6 d7c6 d4c6 d8d1 e1d1 b7c6 h1e1 e8c8 d1c2 f7f5 b1a3 f8a3 b2a3 g8e7 a1b1 h7h6 c1e3 a7a6 b1b4 e7d5 b4a4 d5e3 e1e3 c8b7 f2f3 e4f3 e3f3 g7g6 g2g4 h8e8 g4f5 e8e2 c2b3 g6f5 a4h4 d8d5 h4h6 d5b5 b3a4 e2e4,52
https://lichess.org/atocU8L5,darwesh3030,musarehmatalla,,,2005,2072,1-0,+7,-7,600+0,Normal,B06,Modern Defense,e2e4 g7g6 f1c4 f8g7 g1e2 d7d6 e1g1 g8f6 d2d3 e7e5 f2f4 b8c6 a2a4 e8g8 f4e5 d6e5 c1g5 h7h6 g5h4 g6g5 h4g3 f6g4 d1d2 c6d4 b1c3 a7a6 h2h3 g4f6 g3e5 d4e2 d2e2 f8e8 e5f6 g7f6 c3d5 f6d4 g1h1 c7c6 d5e3 d4b2 e2h5 b2g7 c4f7 g8h8 f7e8 d8e8 h5e8,47
https://lichess.org/2aHgVNIq,insanreds,GC3000,,,2349,2332,1-0,+6,-5,600+0,Time forfeit,A45,Trompowsky Attack,d2d4 g8f6 c1g5 d7d5 g5f6 e7f6 e2e3 c7c5 d4c5 f8c5 b1d2 b8c6 c2c3 e8g8 d2b3 c5b6 f1d3 c8e6 g1e2 d8d7 b3d4 f6f5 d1b1 g7g6 h2h4 h7h5 e2f4 a8e8 d4e6 f7e6 f4g6 f8f7 g6f4 e6e5 f4h5 d5d4 d3c4 d4e3 f2e3 g8h8 b1c2 f7f8 a1d1 d7h7 c2e2 b6e3 e2e3 h7h5 e3g5 h5g5 h4g5 h8g7 h1h6 e8d8 d1d5 e5e4 d5b5 b7b6 c4e2 c6e7 b5e5 e7g6 e5e6 g6f4 e6c6 f4d3 e2d3 e4d3 c6c7 f8f7 h6h7 g7h7 c7f7 h7g6 f7a7 d3d2 e1d1 g6g5 a7b7 d8d6 b2b4 g5g4 b7g7 g4f4 g7e7 f4g3 e7e2 f5f4 a2a4 d6d3 e2d2 d3d2 d1d2 g3g2 a4a5 b6a5 b4a5 f4f3 a5a6 f3f2 a6a7 f2f1q a7a8q g2g3 a8g8 g3h4 g8h7 h4g5 h7g7 g5h5 g7e5 h5g6 e5e4 g6g7 c3c4 f1f2 d2c3 f2g3 c3d4 g3d6 e4d5 d6f4 d4c5 f4c7 d5c6 c7a5 c6b5 a5c7 c5b4 c7e5 b5e5,131
https://lichess.org/iMVfRBOs,davxzkie26,Matthew04,,,2054,2045,1-0,+5,-5,600+0,Time forfeit,A40,Englund Gambit Declined,d2d4 e7e5 d4d5 f8c5 e2e4 a7a6 g1f3 d7d6 f1c4 c8g4 e1g1 f7f5 b1c3 g8f6 d1d3 f5e4 c3e4 b8d7 c1g5 h7h6 e4f6 d7f6 d3g6 e8f8 g5f6 d8f6 g6g4 a8e8 f3h4 g7g5 g4f5 f6f5 h4f5 f8f7 g2g4 f7g6 g1g2 h6h5 h2h3 h8h7 a2a3 e8h8 c4d3 g6f7 f1h1 f7f6 f5g3 h7f7 g3h5 f6e7 f2f3 c7c6 d5c6 b7c6 b2b4 c5d4 a1d1 d6d5 h1e1 e7d6 h5g3 e5e4 f3e4 f7f2 g2g1 d4b6 g3h5 h8f8 g1h1 f2f3 e4e5 d6c7 h5f6 f8h8 d3f1 f3g3 f1g2 b6f2 e1e2 g3h3 g2h3 h8h3 h1g2,83
https://lichess.org/JjNGX39w,Army333,boriszadunaiskiy,,,2031,2073,1-0,+9,-6,600+5,Normal,D01,Richter-Veresov Attack,d2d4 g8f6 b1c3 d7d5 c1g5 c8f5 e2e3 b8d7 d1f3 e7e6 c3d5 f5g4 d5f6 d7f6 g5f6 g4f3 f6d8 a8d8 g1f3 c7c5 e1c1,21
https://lichess.org/fJN5pLyf,Bortsyn,Mirek666996,,,2212,2185,0-1,-7,+7,600+5,Normal,B02,Alekhine Defense: Brooklyn Variation,e2e4 g8f6 e4e5 f6g8 d2d4 d7d5 e5d6 c7d6 g1f3 g8f6 f1e2 c8g4 h2h3 g4h5 c2c4 e7e6 b1c3 f8e7 e1g1 e8g8 d1b3 b7b6 c1e3 b8c6 d4d5 c6a5 b3a4 e6e5 g2g4 h5g6 b2b4 a5b7 f3h4 f6e4 h4g6 e4c3 g6e7 d8e7 a4c2 c3e2 c2e2 f7f5 g4f5 f8f5 e2g4 a8f8 a1c1 f8f6 g1h2 h7h5 g4h4 e5e4 e3d4 f6f7 h4e7 f7e7 a2a4 f5f3 d4e3 g8f7 f1g1 g7g6 g1g3 e7e5 c1g1 f3g3 g1g3 e5e8 e3g5 e8c8 g3c3 a7a5 b4a5 b7a5 h2g3 c8c4 c3c4 a5c4 g3f4 c4b2 f4e4 b2a4 e4d4 b6b5 g5d2 a4b6 d2a5 b6c4 a5e1 f7f6 f2f3 f6f5 e1g3 g6g5 d4d3 h5h4 g3h2 c4e5 d3e3 b5b4 h2e5 f5e5,102
https://lichess.org/mTqBatpr,baturante_gurun1976,jrairk,,,2035,2083,0-1,-5,+5,600+0,Normal,D10,Slav Defense,d2d4 c7c6 c2c4 d7d5 c1f4 g8f6 e2e3 c8f5 g1f3 b8d7 b1c3 e7e6 f1e2 d5c4 e2c4 f6d5 c4d5 e6d5 e1g1 f8e7 h2h3 e8g8 a2a3 a7a5 a1c1 h7h6 c3a4 b7b5 a4c5 d7c5 d4c5 e7f6 f4e5 f8e8 e5f6 d8f6 d1d4 f6d8 d4f4 f5g6 f3e5 g6e4 e5c6 d8c8 c6e5 c8c7 e5g6 c7c8 g6e5 c8c7 e5g6 c7d7 g6e5 d7e6 e5f3 g7g5 f4g3 e4d3 f3d4 e6f6 f1e1 a5a4 c1c3 d3c4 g3g4 a8d8 g4f5 f6e7 f5g4 e7c5 d4f5 g8h7 g4h5 c5f8 f5h6 f8h6 h5f7 h6g7 f7f5 h7g8 f5g4 d5d4 c3c4 b5c4 e1b1 d4d3 b1c1 d3d2 g4c4 g7f7 c4f7 g8f7 c1d1 d8d3 g1f1 e8d8 f1e2 f7e6 g2g3 e6f5 f2f4 g5f4 g3f4 f5e4 h3h4 d3e3 e2f2 e3f3,108
https://lichess.org/JGWMDYml,kadibmenoria,santitorm,,,2048,2091,0-1,-6,+8,600+0,Normal,E17,Queen's Indian Defense: Anti-Queen's Indian System,d2d4 g8f6 c2c4 e7e6 g1f3 b7b6 g2g3 c8b7 f1g2 f8e7 b1c3 e8g8 c1d2 f6e4 c3e4 b7e4 e1g1 d7d6 f3h4 e4g2 h4g2 b8d7 e2e4 e7f6 d2c3 d8e7 f2f4 a8d8 e4e5 d6e5 d4e5 d7e5 d1e2 e5c6 c3f6 e7f6 a1d1 d8d1 f1d1 c6d4 e2e4 f8d8 g3g4 c7c5 h2h4 g7g6 g1f2 d8e8 b2b4 e6e5 b4c5 b6c5 g4g5 f6f5 e4f5 d4f5 f2f3 f5d4 f3e4 e5f4 e4f4 e8e2 g2e3 e2a2 e3d5 a2c2 d5e3 c2f2 f4e4 d4e6 d1a1 f2f4 e4d5 a7a6 a1a6 e6c7 d5e5 f4h4 a6c6 c7e6 c6c8 g8g7 e3d5 e6g5 c8c5 h4e4 e5d6 g5e6 c5c6 h7h5 d5c7 h5h4 d6d5 e4d4 d5e5 d4d1 c7e6 f7e6 c6e6 d1e1 e5d6 e1e6 d6e6 h4h3 c4c5 h3h2 c5c6 h2h1q c6c7 h1c6 e6e5 g6g5 e5f5 g7h6 f5g4 c6c4 g4f5 g5g4 f5e5 g4g3 e5d6 g3g2 d6d7 c4d5 d7e7 d5c5 e7d8 g2g1q c7c8q g1d4 d8e8 c5c8 e8f7 c8c6 f7e7 d4d6 e7f7 d6f6 f7g8 c6e6,140
https://lichess.org/ZsKflup7,VladimirIlich,tg1-2,,,2001,2099,1-0,+8,-11,600+5,Normal,C56,"Italian Game: Scotch Gambit, Nakhmanson Gambit",e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d4 e5d4 e1g1 f6e4 b1c3 d4c3 c4f7 e8f7 d1d5 f7e8 f1e1 c6e7 e1e4 c7c6 d5h5 g7g6 h5e5 h8g8 c1g5 d7d5 e4e2 c3b2 a1e1 c8f5 g5e7 f8e7 e5b2 f5e4 f3d2 e7f6 b2b7 d8c8 b7h7 g8g7 h7h6 e8d7 d2e4 d5e4 e2e4 d7c7 h6f4,47
https://lichess.org/coaYFTjs,funzel07,IZZYLD,,,2033,2091,0-1,-5,+20,600+0,Normal,A05,Zukertort Opening,g1f3 g8f6 d2d3 d7d5 b1d2 c7c5 g2g3 b8c6 f1g2 e7e5 e2e4 d5d4 d2c4 d8c7 a2a4 c8e6 b2b3 e6c4 b3c4 f8e7 c1d2 e8g8 e1g1 h7h5 h2h4 f6g4 f3h2 f7f5 h2g4 f5g4 f2f3 g4f3 f1f3 f8f3 d1f3 a8f8 f3h5 c7b6 h5d1 c6b4 d2b4 b6b4 d1b1 b4d2 b1b7 d2f2 g1h2 e7h4 b7d5 g8h8 d5e5 h4f6 e5h5 h8g8 a1f1 f2c2 e4e5 f6e7 f1f8 e7f8 h5f5 c2d2 e5e6 d2h6 h2g1 h6e3 g1f1 e3c1 f1f2 c1e3 f2f1 e3c1 f1e2 c1c2 e2f3 c2d1 f3e4 d1e2 e4f4 f8d6 f4g5 e2e3 g5g6 e3h6,84
https://lichess.org/TqcZ9KSh,mustafa20077,vagut,,,2107,2242,1-0,+9,-8,600+0,Time forfeit,A45,Indian Defense,d2d4 g8f6 b1c3 g7g6 c1f4 d7d6 e2e3 f8g7 h2h4 h7h5 f1d3 b8d7 g1e2 c7c5 d4c5 d7c5 f2f3 c8e6 d3b5 e8f8 e1g1 a7a6 b5d3 a8c8 e2d4 e6d7 d4b3 c5d3 c2d3 b7b5 a2a3 d8b6 d3d4 d7e6 f1e1 f6d5 c3d5 e6d5 a1c1 c8c1 b3c1 f8g8 c1e2 g8h7 f4g5 f7f6 g5f4 d5c4 e3e4 e7e5 f4e3 f6f5 e4f5 g6f5 b2b3 c4e2 e1e2 e5d4 e3f2 h8c8 e2e7 c8c7 f2d4 b6b7 d4g7 c7e7 g7c3 b7c7 d1d3 c7c5 c3d4 c5c1 g1h2 h7g6 h2h3 c1h1 h3g3 e7e1 d4f2,79
https://lichess.org/iSuDGD55,AFMAbanoubAttalla,NewDragondoor,,,2214,2138,0-1,-7,+7,600+0,Normal,A51,"Indian Defense: Budapest Defense, Fajarowicz Variation",d2d4 g8f6 c2c4 e7e5 d4e5 f6e4 g1f3 d7d6 e5d6 f8d6 a2a3 e4f2,12
https://lichess.org/OOYARoqS,Trionalterium,GodThink,,,2313,2420,1-0,+7,-28,600+0,Normal,C65,"Ruy Lopez: Classical Variation, Zukertort Gambit",e2e4 e7e5 g1f3 b8c6 f1b5 f8c5 e1g1 g8f6 c2c3 d7d6 d2d4 e5d4 c3d4 c5b4 a2a3 b4a5 b2b4 a5b6 d4d5 a7a5 d5c6 e8g8 c1b2 a5b4 a3b4 a8a1 b2a1 f6e4 d1d5 b7c6 b5c6 e4f2 f1f2 b6f2 g1f2 c8e6 d5d4 f7f6 b1d2 d8c8 b4b5 e6d7 a1c3 d7c6 b5c6 c8f5 d4e4 f5c5 c3d4 c5h5 e4e7 h5a5 e7e6 g8h8 d2e4 a5h5 e4f6 h5h6 g2g4 h6g6 g4g5 g6c2 f2g3 c2g6 e6e7 g6f7 e7f7 f8f7 f6e8 f7e7 e8g7 h8g8 g7f5 e7e8 g3f4 e8a8 h2h4 a8a5 h4h5 g8f7 f3h4 f7e6 g5g6 h7g6 h5g6 a5a8 g6g7 e6f7 f4e4 f7g8 h4f3 g8f7 f3g5 f7g8 f5h6,95
https://lichess.org/lSLg88Qn,KX73,TITA-ETERNA,,,2124,2202,0-1,-4,+13,600+0,Normal,C54,"Italian Game: Classical Variation, Giuoco Pianissimo",e2e4 e7e5 g1f3 b8c6 f1c4 g8f6 d2d3 f8c5 e1g1 d7d6 c2c3 e8g8 h2h3 h7h6 b1d2 c8e6 c4b5 c5b6 f1e1 c6e7 b5a4 c7c6 d3d4 e7g6 d2f1 d8c7 a4c2 a7a5 f1g3 f8d8 d1e2 d8d7 b2b3 a8d8 c1e3 d6d5 e4d5 f6d5 f3e5 g6e5 d4e5 d5c3 e2f3 b6e3 f3e3 c3b5 e3e4 g7g6 g3h5 e6f5 h5f6 g8g7 e4c4 d7d4 c4e2 d4d2 e2c4 d2c2 c4h4 d8d2 f6e8 g7f8 e8c7 d2f2 h4d8 f8g7 d8f6 g7g8 f6d8 g8h7 d8h4 f2g2 g1f1 f5d3 e1e2 c2e2,76
https://lichess.org/z73rg3cI,JohannesNazarenus,Mister7_7Albert,,,2007,2078,1-0,+7,-6,600+0,Normal,B00,Rat Defense: Harmonist,e2e4 d7d6 f2f4 e7e5 g1f3 c8g4 d2d4 h7h6 c2c3 c7c6 d1b3 g4f3 b3b7 b8d7 g2f3 d8h4 e1e2 a8b8 b7c6 e5f4 b1d2 f8e7 d2c4 h4f6 f1h3 b8d8 e4e5 d6e5 c4e5 f6c6 e5c6 d8a8 c1f4 a7a5 e2d3 a8a6 d4d5 g8f6 c3c4 g7g5 f4c7 e8f8 h1e1 e7b4 e1e2 f8g7 a2a3 b4c5 c7a5 c5d6 a5c3 d7c5 d3c2 h8d8 b2b4 c5a4 b4b5 a4c3 c2c3 a6a3 a1a3 d6a3 c6d8 a3c5 d8b7 c5b6 c4c5 f6d5 c3c4 d5f4 c5b6 f4e2 b7d6 e2f4 h3f1 f4e6 b6b7 e6c7 b7b8q c7b5,80
https://lichess.org/hVE1HxHW,Joshenny,JPro18,,,2128,2262,1-0,+8,-16,600+0,Normal,B33,Sicilian Defense: Open,e2e4 c7c5 d2d4 c5d4 g1f3 b8c6 f3d4 g8f6 f2f3 d7d5 d4c6 b7c6 c1g5 e7e5 e4d5 c6d5 g5f6 g7f6 f1b5 c8d7 d1d5 d8a5 b1c3 d7b5 d5b5 a5b5 c3b5 e8d7 e1c1 d7c6 b5c3 h8g8 g2g3 f8b4 c3d5 a7a5 d5f6,37
https://lichess.org/ozBisFxV,sameer_princee,ariswarisno,,,2069,2090,0-1,-6,+6,600+0,Normal,C23,Bishop's Opening,e2e4 e7e5 f1c4 d7d6 a2a3 f8e7 d2d3 b8c6 b1c3 g8f6 h2h3 h7h6 g1e2 a7a6 e1g1 g7g5 e2g3 c8e6 c4e6 f7e6 g3h5 f6h5 d1h5 e8d7 c1e3 d8g8 c3e2 a8f8 c2c3 h8h7 b2b4 c6d8 d3d4 g5g4 h3g4 e7g5 e2g3 d8f7 c3c4 h7g7 d4d5 e6d5 e4d5 g5f4 e3f4 e5f4 g3f5 g7g4 h5h3 d7d8 f2f3 g4g5 f1f2 f7e5 f5d4 g5g3 h3h6 d8c8 h6e6 g8e6 d4e6 f8f6 a1a2 e5c4 a2c2 b7b5 a3a4 c7c6 a4b5 a6b5 e6d4 c6d5 d4b5 c8d7 b5d4 g3g8 b4b5 g8b8 c2c3 d7c7 c3b3 c7b6 f2c2 b6c5 b3d3 b8a8 d3d1 a8a3 d1b1 c5d4 b5b6 f6f8 b6b7 f8b8 b1b5 a3a7 c2c1 a7b7 b5b7 b8b7 g1h2 b7h7 h2g1 c4e3 c1a1 h7g7 a1a2 d4d3 g1h2 e3g2 a2g2 g7g2 h2g2 d3e3,114
